inv_t4_d000478000Traces.dat,-0.9002692,10.4446445,3.5603901,0.4208844,0.8939102,3.1092606,1.0021998,0.631956,1.0484286,2.1637056,1.5283974,1.9989711,-0.8664634,0.5804281,1.8502936,2.209488,0.0011055,0.0002126
inv_t4_d000480000Traces.dat,-0.9118846,10.4331905,3.4925367,0.4336599,0.9003897,3.1929463,0.9898208,0.6292556,1.0326012,2.2057237,1.5650791,2.0248284,-0.837172,0.6726405,1.8418564,2.3813471,0.0009681,0.0002566
inv_t4_d000482000Traces.dat,-0.9224528,10.4239488,3.4495883,0.5002846,0.9035757,3.2632469,1.0067706,0.6503033,1.0217155,2.2358796,1.6246619,2.0447543,-0.8119606,0.7678043,1.830846,2.5384901,0.0009242,0.0003071
inv_t4_d000484000Traces.dat,-0.936021,10.4084333,3.3517245,0.6474728,0.8975245,3.3227581,1.061113,0.6584874,1.0130511,2.2682295,1.6988975,2.0626207,-0.789856,0.8670154,1.8135496,2.6875829,0.0009477,0.0003668
inv_t4_d000486000Traces.dat,-0.9504732,10.3897207,3.2334785,0.7982314,0.8883517,3.3898073,1.105859,0.642371,1.00431,2.303759,1.7861502,2.0825702,-0.771092,0.9714395,1.7831462,2.8402948,0.0009783,0.0004392
inv_t4_d000488000Traces.dat,-0.961578,10.3751808,3.1611941,0.9245138,0.8833028,3.4633035,1.1263853,0.6256021,0.9932184,2.3411986,1.8958682,2.1078909,-0.7580899,1.0814904,1.7252447,2.9874547,0.0010026,0.0005299
inv_t4_d000490000Traces.dat,-0.9708989,10.3627706,3.1074133,1.0421245,0.8814744,3.539112,1.1322224,0.6048486,0.9806707,2.3793883,2.0,2.1469946,-0.7483251,1.1977247,1.6658183,3.1496109,0.0010236,0.000648
inv_t4_d000491000Traces.dat,-0.9749656,10.3573517,3.0867913,1.099234,0.8815953,3.577068,1.1305981,0.5943637,0.9779673,2.3925502,2.0,2.1649089,-0.7401355,1.258732,1.6681888,3.2840039,0.0010356,0.0007416
inv_t4_d000492000Traces.dat,-0.978591,10.3525435,3.0729502,1.1558637,0.8822242,3.6146816,1.1268476,0.5851977,0.9729336,2.4140004,2.0,2.176363,-0.7380434,1.3215359,1.6402503,3.3745433,0.0010496,0.0008744
inv_t4_d000493000Traces.dat,-0.9819084,10.348207,3.0606976,1.2117734,0.8833184,3.6519116,1.1208422,0.5768096,0.9645453,2.4419159,2.0,2.1862198,-0.7413168,1.3865539,1.5824693,3.423547,0.0010688,0.0010411
inv_t4_d000494000Traces.dat,-0.9848614,10.3444293,3.0540744,1.2668102,0.884777,3.688576,1.1132197,0.5701964,0.9522206,2.4740523,2.0,2.2030585,-0.7491364,1.453984,1.5002828,3.4369085,0.0010927,0.0012276
inv_t4_d000495000Traces.dat,-0.9875394,10.3410093,3.0509454,1.3215677,0.8864613,3.7247501,1.1045665,0.564527,0.7133106,2.9255057,2.0,3.8764666,-1.0153889,1.5917218,0.6744105,2.0775504,0.0011238,0.0015218
inv_t4_d000496000Traces.dat,-0.989871,10.3381342,3.0521549,1.3746103,0.8883926,3.7602781,1.0944843,0.5611807,0.7291637,2.8821574,2.0,3.7798456,-0.9940038,1.6517531,0.7044723,2.1950335,0.0011638,0.0014436
inv_t4_d000497000Traces.dat,-0.9919313,10.3357039,3.0564257,1.4255594,0.8905379,3.7952558,1.0835117,0.5597156,0.7354412,2.8637925,2.0,3.8160304,-0.9844624,1.710819,0.7361232,2.2425296,0.0012116,0.0013804
inv_t4_d000498000Traces.dat,-0.9936087,10.3339867,3.0668963,1.4723456,0.8929864,3.8294881,1.0715282,0.5620971,0.739597,2.8508975,2.0,3.8767715,-0.9773435,1.7695822,0.7718705,2.2773807,0.0012691,0.0013364
inv_t4_d000499000Traces.dat,-0.9948098,10.3332994,3.0846285,1.5126593,0.8957215,3.8626992,1.0585142,0.5710031,0.7423976,2.8409211,2.0,3.9511249,-0.9717325,1.8280533,0.8123983,2.30611,0.0013352,0.001313
inv_t4_d000499900Traces.dat,-0.9952838,10.3338991,3.1105228,1.5405797,0.898471,3.8913811,1.0457808,0.5878806,0.7453491,2.8300756,2.0,4.0,-0.9658148,1.8806735,0.8518966,2.3370092,0.0014028,0.0013095
inv_t4_d000500000Traces.dat,-0.9953031,10.3340617,3.1138348,1.542897,0.8987864,3.8944819,1.044506,0.5905073,0.7459309,2.8282146,2.0,4.0,-0.9647871,1.8865593,0.8562953,2.3421882,0.0014108,0.0013102
inv_t4_d000500100Traces.dat,-0.9952336,10.3343609,3.1186438,1.5448013,0.8990931,3.8974519,1.0430744,0.5942021,0.7464961,2.8262481,2.0,4.0,-0.9637791,1.8924484,0.8606149,2.3472814,0.0014187,0.0013113
inv_t4_d000500200Traces.dat,-0.9952214,10.3345477,3.1227926,1.5468158,0.8994286,3.900522,1.0415675,0.5971011,0.7470574,2.8244161,2.0,4.0,-0.9627842,1.8983332,0.8649921,2.3522878,0.0014269,0.0013124
inv_t4_d000500300Traces.dat,-0.9951587,10.3348454,3.1278885,1.5483116,0.8997527,3.9034949,1.040149,0.6008848,0.7476105,2.8224941,2.0,3.9999999,-0.9617901,1.9042188,0.8693905,2.3573545,0.0014345,0.001314
inv_t4_d000500400Traces.dat,-0.9950649,10.3352077,3.13346,1.5493774,0.9000878,3.9064102,1.0386858,0.6051654,0.7481536,2.8205223,2.0,4.0,-0.9608121,1.9101135,0.8737364,2.3623156,0.0014421,0.0013155
inv_t4_d000500500Traces.dat,-0.9539758,10.4032745,3.6992371,0.4272266,0.928513,3.9252341,0.9109814,1.8322685,0.7486883,2.75087,2.0,4.0,-0.9598431,1.9160046,0.8780985,2.3672873,0.0013959,0.0013175
inv_t4_d000500600Traces.dat,-0.9544768,10.4026871,3.6957496,0.4352357,0.9282652,3.9274508,0.9138393,1.8312566,0.7492151,2.7498925,2.0,4.0,-0.9588772,1.9218975,0.8825014,2.3722698,0.0013986,0.0013197
inv_t4_d000500700Traces.dat,-0.9549728,10.4021117,3.6921691,0.4419693,0.9280763,3.9298431,0.9160017,1.8310385,0.7497402,2.7489122,2.0,4.0,-0.9579118,1.9277892,0.8869305,2.3772785,0.0014013,0.0013222
inv_t4_d000500800Traces.dat,-0.9554454,10.4015646,3.6880483,0.4465024,0.9278949,3.9325577,0.9177025,1.8330295,0.7502502,2.7479241,2.0,4.0,-0.9569718,1.9336909,0.8912508,2.3821529,0.0014057,0.0013246
inv_t4_d000500900Traces.dat,-0.9559331,10.4010016,3.6845134,0.4525876,0.9276823,3.9350511,0.9197331,1.8335004,0.7507568,2.7469787,2.0,4.0,-0.9560299,1.9395825,0.8957083,2.3870702,0.0014089,0.0013276
inv_t4_d000501000Traces.dat,-0.956424,10.4004335,3.6807202,0.4592078,0.9274569,3.937469,0.922082,1.8333953,0.7512504,2.74605,2.0,4.0,-0.9551074,1.9454868,0.9000354,2.3919017,0.0014122,0.0013307
inv_t4_d000501100Traces.dat,-0.956923,10.399859,3.6772805,0.4662615,0.9272264,3.9398288,0.9242452,1.8326708,0.7517405,2.7451471,2.0,4.0,-0.9541867,1.951385,0.9044335,2.3967518,0.0014148,0.001334
inv_t4_d000501200Traces.dat,-0.9574133,10.3992866,3.6735596,0.4732982,0.9269743,3.9421996,0.9264143,1.8320294,0.7522221,2.7442496,2.0,4.0,-0.953275,1.957291,0.9087866,2.4015904,0.0014179,0.0013377
inv_t4_d000501300Traces.dat,-0.9578956,10.3987171,3.6701116,0.4799675,0.926747,3.9446272,0.9284284,1.8315364,0.7526969,2.7433834,2.0,4.0,-0.9523735,1.9631878,0.9132144,2.4064214,0.0014217,0.0013415
inv_t4_d000501400Traces.dat,-0.9583765,10.398201,3.6666076,0.4827917,0.9265989,3.9475658,0.9295472,1.8347029,0.7531658,2.7424604,2.0,4.0,-0.9514811,1.9690958,0.9175437,2.4111862,0.0014245,0.0013457
inv_t4_d000501500Traces.dat,-0.9588928,10.3975909,3.6628671,0.4927131,0.9262878,3.9495671,0.9321533,1.8307424,0.7536252,2.7416583,2.0,4.0,-0.9506,1.9750016,0.9218937,2.4159485,0.0014273,0.0013499
inv_t4_d000501600Traces.dat,-0.9593853,10.3969803,3.6591819,0.5031097,0.9259272,3.9515231,0.9351184,1.8265496,0.7540812,2.7408481,2.0,4.0,-0.9497178,1.9809177,0.9261937,2.420723,0.0014313,0.0013544
inv_t4_d000501700Traces.dat,-0.959871,10.3963943,3.6555823,0.5114002,0.9256207,3.9537706,0.9374587,1.8242555,0.7545302,2.7400418,2.0,4.0,-0.9488459,1.9868282,0.9305369,2.4255045,0.0014349,0.0013593
inv_t4_d000501800Traces.dat,-0.9603703,10.3958193,3.6519561,0.5190734,0.9253318,3.956102,0.9396225,1.8223196,0.7549713,2.739238,2.0,4.0,-0.9479895,1.9927433,0.9348406,2.4302017,0.001438,0.0013642
inv_t4_d000501900Traces.dat,-0.9608728,10.3952246,3.6484077,0.5279472,0.9250114,3.9583004,0.9417413,1.819028,0.755406,2.7384627,2.0,4.0,-0.9471349,1.9986585,0.9391401,2.4349069,0.0014408,0.0013694
inv_t4_d000502000Traces.dat,-0.9613752,10.3946614,3.6445169,0.5344881,0.9247772,3.9607996,0.9433933,1.8177433,0.7558335,2.7376646,2.0,4.0,-0.9462937,2.0045843,0.9433666,2.4396156,0.0014439,0.001375
inv_t4_d000503000Traces.dat,-0.9663237,10.3888534,3.6080208,0.6172678,0.9216796,3.9845459,0.9612514,1.7833945,0.7598267,2.7303336,2.0,4.0,-0.9382568,2.0639329,0.9844958,2.4859881,0.001476,0.0014428
inv_t4_d000504000Traces.dat,-0.9711142,10.383448,3.5709627,0.683148,0.9194569,4.0113738,0.9715406,1.7575947,0.7633642,2.7231715,2.0,4.0,-0.9309265,2.1235756,1.0218458,2.5314958,0.0015058,0.0015334
inv_t4_d000505000Traces.dat,-0.9756468,10.3784718,3.5370264,0.736387,0.9180261,4.0399221,0.9775003,1.7413001,0.7665728,2.7158433,2.0,4.0,-0.9242399,2.183502,1.0542935,2.5766001,0.0015338,0.0016449
inv_t4_d000506000Traces.dat,-0.9799655,10.3739056,3.501018,0.7790172,0.9172573,4.0693392,0.9801542,1.7344815,0.7695521,2.7081393,2.0,4.0,-0.9181507,2.2436955,1.0808653,2.6216438,0.0015626,0.0017757
inv_t4_d000507000Traces.dat,-0.9841133,10.3696912,3.4669508,0.8123308,0.9169245,4.09913,0.9810615,1.737241,0.7723908,2.6999674,2.0,4.0,-0.9126111,2.3041234,1.1009443,2.6670304,0.00159,0.0019227
inv_t4_d000508000Traces.dat,-0.9881355,10.3657296,3.4331251,0.8409666,0.9168415,4.1288517,0.9806556,1.7448706,0.7751529,2.6913141,2.0,4.0,-0.9076041,2.3647708,1.1138506,2.7129372,0.0016164,0.0020835
inv_t4_d000509000Traces.dat,-0.9920545,10.3619785,3.4004091,0.8648198,0.9169033,4.1584071,0.9800669,1.7580908,0.7779111,2.6821048,2.0,4.0,-0.9030911,2.425621,1.1190762,2.7594859,0.0016418,0.0022541
inv_t4_d000510000Traces.dat,-0.9958906,10.3583817,3.3681005,0.8865307,0.9170579,4.1876372,0.9787896,1.7738084,0.7807232,2.6723254,2.0,4.0,-0.8990729,2.486665,1.1161599,2.8064776,0.001666,0.0024317
inv_t4_d000511000Traces.dat,-0.9996246,10.354924,3.3369011,0.9066139,0.9172402,4.2164955,0.9776994,1.7919819,0.7843642,2.6555249,1.8281913,4.0,-0.9033023,2.5686353,1.0007905,2.7965418,0.0016907,0.002599
inv_t4_d000512000Traces.dat,-1.0032562,10.3515745,3.308094,0.9254451,0.9174362,4.2449618,0.9764682,1.8122243,0.7881702,2.6383345,1.6385623,4.0,-0.9105098,2.6549801,0.8785394,2.7556881,0.0017127,0.0027331
inv_t4_d000513000Traces.dat,-1.0068058,10.3483345,3.2802109,0.9436946,0.9176371,4.2729908,0.9751267,1.8337121,0.7927509,2.6090809,1.1106304,4.0,-0.9363386,2.7925768,0.6275086,2.5098222,0.0017342,0.0027806
inv_t4_d000514000Traces.dat,-1.0102267,10.3451918,3.2546822,0.9617376,0.917811,4.3005806,0.9742709,1.8564065,0.7970895,2.5942968,0.9922124,3.9999995,-0.9450923,2.8698989,0.5670459,2.4527786,0.001755,0.0027647
inv_t4_d000515000Traces.dat,-1.0135387,10.3421421,3.230949,0.9797738,0.9179808,4.3277169,0.9731215,1.8798033,0.8014842,2.5818813,0.9171331,3.9999998,-0.9528463,2.9397329,0.5258807,2.4093304,0.0017739,0.0027209
inv_t4_d000516000Traces.dat,-1.0167463,10.3391833,3.2092136,0.9977196,0.9181207,4.3544015,0.9721684,1.9041602,0.8059525,2.5708786,0.8618786,3.9999966,-0.9604402,3.005316,0.4941173,2.369494,0.0017923,0.0026551
inv_t4_d000517000Traces.dat,-1.0198466,10.336312,3.1891179,1.0157782,0.9182498,4.3806343,0.9713373,1.929013,0.810494,2.5608168,0.8186626,3.9999989,-0.9681125,3.0678019,0.4679266,2.3302782,0.0018091,0.0025716
inv_t4_d000518000Traces.dat,-1.0226931,10.3337318,3.1698401,1.034711,0.9183256,4.4064563,0.9708234,1.9544178,0.8150713,2.551661,0.7838684,3.9999201,-0.9759461,3.127592,0.4461677,2.2903747,0.0018245,0.0024735
inv_t4_d000519000Traces.dat,-1.0256112,10.3310361,3.1521016,1.0527311,0.9183884,4.431799,0.9702284,1.9806803,0.8196582,2.5432634,0.7554961,3.9990508,-0.9839624,3.1849106,0.4282911,2.2493229,0.0018383,0.0023643
inv_t4_d000520000Traces.dat,-1.0284357,10.3284297,3.1348471,1.0708719,0.9184335,4.4566857,0.9698339,2.0073363,0.824467,2.5350523,0.7318278,3.9865788,-0.9920569,3.2403686,0.4113634,2.2076782,0.001852,0.002247
inv_t4_d000525000Traces.dat,-1.0412684,10.3166144,3.0622611,1.1615824,0.9183806,4.5748089,0.9688998,2.1440659,0.8504963,2.4989696,0.6836763,3.7842237,-1.0292393,3.4881253,0.352129,2.033056,0.0019023,0.0016325
inv_t4_d000530000Traces.dat,-1.0523123,10.3066497,3.0051694,1.2487148,0.9183965,4.6833965,0.9674889,2.2740592,0.8690181,2.4764174,0.7949587,3.7504549,-1.0476288,3.6838893,0.3709538,2.0055438,0.0019306,0.0012675
inv_t4_d000535000Traces.dat,-1.0619304,10.2982206,2.9579909,1.3270238,0.9188507,4.7839784,0.9642627,2.388726,0.8806527,2.4581387,0.9833568,3.7704352,-1.0578054,3.8567952,0.3835379,2.0057936,0.0019524,0.0011727
inv_t4_d000540000Traces.dat,-1.0704185,10.2910645,2.9172203,1.3935785,0.9195129,4.8778346,0.960156,2.4934604,0.8852441,2.450484,1.1224728,3.8830945,-1.0749289,4.0113028,0.4251366,1.9467291,0.0019748,0.0012514
inv_t4_d000545000Traces.dat,-1.0779558,10.2849628,2.8809046,1.4487103,0.9200147,4.9659953,0.9570377,2.5980273,0.8767921,2.476454,0.7382669,4.0,-1.106992,4.1450976,0.8938765,1.7895618,0.0019998,0.0013825
inv_t4_d000550000Traces.dat,-1.084526,10.2797513,2.8496428,1.4956667,0.9201645,5.0493263,0.9560004,2.7081773,0.8832755,2.4652365,0.6677649,4.0,-1.11517,4.2808293,1.1103625,1.7662428,0.0020203,0.0013284
inv_t4_d000555000Traces.dat,-1.0902768,10.2754051,2.8227739,1.5377494,0.9200648,5.1284206,0.9560674,2.8228974,0.8899355,2.4528028,0.6809864,4.0,-1.1179673,4.400487,1.2279846,1.7759245,0.0020344,0.0012809
inv_t4_d000560000Traces.dat,-1.0950643,10.271808,2.8013907,1.578099,0.9198078,5.2039305,0.9570413,2.9372963,0.8954815,2.4419816,0.7054259,4.0,-1.1199351,4.509888,1.3142888,1.7867382,0.0020405,0.0012539
inv_t4_d000565000Traces.dat,-1.0989786,10.2688698,2.7846385,1.6173309,0.919527,5.2763681,0.9581449,3.0459398,0.9000548,2.4326852,0.7298793,4.0,-1.1217471,4.6113961,1.3837182,1.7947745,0.0020402,0.0012416
inv_t4_d000570000Traces.dat,-1.1021647,10.2664763,2.7715943,1.6550003,0.9192857,5.3462068,0.9593178,3.1455328,0.9038415,2.4247035,0.7521598,4.0,-1.1234942,4.7064004,1.4423376,1.800159,0.0020366,0.001238
inv_t4_d000575000Traces.dat,-1.1048383,10.2645213,2.7608358,1.6901708,0.9191066,5.4138085,0.9600411,3.2353078,0.9069967,2.4178118,0.7726425,4.0,-1.1251387,4.7959338,1.4929377,1.8038499,0.0020327,0.0012391
inv_t4_d000580000Traces.dat,-1.1069789,10.262935,2.7521504,1.7228832,0.9189498,5.4795497,0.960603,3.3165718,0.9096182,2.4119389,0.7913038,4.0,-1.1266274,4.8807834,1.5382097,1.8065484,0.002029,0.0012431
inv_t4_d000585000Traces.dat,-1.1087892,10.2616445,2.7445682,1.7524743,0.9187773,5.5436753,0.9612693,3.3915636,0.911799,2.4069128,0.8080476,4.0,-1.1279217,4.9616586,1.5804468,1.8088337,0.0020264,0.0012487
inv_t4_d000590000Traces.dat,-1.1103245,10.2605945,2.7374973,1.7790253,0.9185781,5.6064007,0.9621556,3.4620868,0.9136022,2.4026223,0.8236613,4.0,-1.129033,5.0391035,1.6197614,1.8109296,0.0020248,0.0012551
inv_t4_d000595000Traces.dat,-1.1116171,10.2597454,2.731439,1.8029431,0.9183719,5.6679083,0.9629954,3.5283659,0.9150958,2.3989612,0.8378205,4.0,-1.1299757,5.1136102,1.6573276,1.812947,0.0020248,0.001262
inv_t4_d000600000Traces.dat,-1.1126953,10.259062,2.72609,1.8245624,0.9181544,5.7283591,0.9639139,3.5907289,0.9163176,2.3958413,0.8512202,4.0,-1.1307423,5.1855565,1.6930476,1.8151075,0.0020253,0.0012693
inv_t4_d000620000Traces.dat,-1.1153891,10.2575338,2.7093359,1.8922045,0.9176399,5.961828,0.9663666,3.790824,0.9192963,2.3873838,0.8954686,4.0,-1.1324724,5.4537727,1.8267608,1.8249771,0.0020398,0.0013101
inv_t4_d000640000Traces.dat,-1.1162289,10.2570627,2.7028702,1.9371374,0.9174617,6.1858554,0.9671901,3.9238646,0.9204375,2.3831505,0.9278835,4.0,-1.1328702,5.7004176,1.9469984,1.8357081,0.0020646,0.001379
inv_t4_d000660000Traces.dat,-1.1163441,10.2570139,2.7029836,1.9649662,0.9175989,6.4036748,0.9664154,4.0,0.9207476,2.3811232,0.9501003,4.0,-1.1324363,5.9336171,2.0558043,1.8471873,0.0020871,0.0014818
inv_t4_d000680000Traces.dat,-1.1161881,10.2570648,2.7062648,1.9811543,0.9185475,6.6173564,0.9617783,4.0,0.9207346,2.3802679,0.963839,4.0,-1.1311947,6.1580023,2.1568132,1.8609513,0.0021019,0.0016047
inv_t4_d000700000Traces.dat,-1.1162238,10.2572378,2.705833,1.9879355,0.9192043,6.8279253,0.9585052,4.0,0.9206575,2.3799116,0.9706315,4.0,-1.1288567,6.3763156,2.2570889,1.8798361,0.0021154,0.0017298
inv_t4_d000720000Traces.dat,-1.1163386,10.2573571,2.7038152,1.9899755,0.9196947,7.0362202,0.956103,4.0,0.9206431,2.3797264,0.9720742,4.0,-1.1251756,6.5903455,2.3637888,1.9064093,0.002129,0.0018422
inv_t4_d000740000Traces.dat,-1.1162856,10.2574399,2.7034517,1.9909593,0.920069,7.2428148,0.9541902,4.0,0.9206734,2.3796396,0.9708414,4.0,-1.121377,6.8013087,2.4643472,1.933997,0.0021411,0.0019349
inv_t4_d000760000Traces.dat,-1.1161433,10.2574606,2.7046703,1.9914524,0.9203598,7.4481286,0.9528226,4.0,0.92069,2.3796493,0.969488,4.0,-1.1188927,7.0100503,2.5405957,1.9532437,0.0021501,0.0020119
inv_t4_d000780000Traces.dat,-1.1160555,10.2574339,2.7058337,1.9910908,0.9205958,7.6524243,0.9514814,4.0,0.9207131,2.3796979,0.9682189,4.0,-1.1175971,7.2170731,2.5934317,1.9643943,0.0021567,0.0020724
inv_t4_d000800000Traces.dat,-1.1160999,10.2573793,2.705874,1.9896734,0.9207942,7.8558975,0.9504928,4.0,0.9207489,2.3797501,0.9666885,4.0,-1.116881,7.4227151,2.6309329,1.9712953,0.0021626,0.0021219
inv_t4_d000820000Traces.dat,-1.1162619,10.2573137,2.7047874,1.9875604,0.9209594,8.0587088,0.9496101,4.0,0.9207719,2.379795,0.9652574,4.0,-1.1165068,7.6272417,2.6577897,1.9755429,0.0021683,0.0021589
inv_t4_d000840000Traces.dat,-1.1164029,10.2572761,2.7036609,1.9862633,0.9210941,8.2609544,0.9488327,4.0,0.9207799,2.3797922,0.9638645,4.0,-1.1162566,7.8308769,2.678039,1.9786636,0.0021744,0.0021912
inv_t4_d000860000Traces.dat,-1.1164093,10.2572846,2.7035149,1.9865263,0.9212173,8.4627157,0.9481255,4.0,0.9208046,2.3797326,0.962494,4.0,-1.1161168,8.033801,2.6924262,1.9808299,0.0021784,0.0022155
inv_t4_d000880000Traces.dat,-1.1163063,10.25732,2.7042646,1.9874426,0.9213221,8.6641009,0.9473113,4.0,0.9208939,2.3796451,0.9607622,4.0,-1.1160305,8.2361421,2.7033015,1.9824507,0.0021806,0.0022333
inv_t4_d000900000Traces.dat,-1.1162318,10.2573414,2.7048464,1.9873527,0.9214193,8.8652147,0.9464769,4.0,0.9210181,2.3795858,0.9590431,4.0,-1.1159674,8.4380041,2.7110929,1.9838052,0.0021814,0.0022457
inv_t4_d000920000Traces.dat,-1.1162463,10.257336,2.7047442,1.9861267,0.921497,9.066128,0.9458655,4.0,0.9211073,2.3795686,0.9577662,4.0,-1.1159442,8.6394821,2.7162418,1.98483,0.0021827,0.0022533
inv_t4_d000940000Traces.dat,-1.1163,10.2573208,2.7043245,1.9848714,0.9215721,9.2668697,0.9452055,4.0,0.9211598,2.379549,0.9566657,4.0,-1.1158992,8.8406782,2.7200806,1.9860677,0.002184,0.0022596
inv_t4_d000960000Traces.dat,-1.1163383,10.2573107,2.704017,1.9842516,0.9216473,9.4674489,0.9444132,4.0,0.9211972,2.379509,0.9556815,4.0,-1.1158448,9.0416566,2.7223472,1.9874815,0.0021849,0.0022622
inv_t4_d000980000Traces.dat,-1.1163489,10.2573085,2.7039267,1.9842046,0.9217197,9.6678998,0.9435291,4.0,0.9212454,2.3794527,0.9546756,4.0,-1.1157646,9.2424617,2.7246352,1.9893986,0.002185,0.0022617
fitting function,atan_taylor
time needed,289.56s
average input fitting error,0.00163
average output fitting error,0.0014
max input fitting error,0.00218
max output fitting error,0.00278
