[0.0 1.2 8.6272e-08;
2.5e-14 1.2 8.6272e-08;
5e-14 1.2 8.6272e-08;
1.3e-13 1.2 8.6272e-08;
2.3e-13 1.2 8.6272e-08;
3.3e-13 1.2 8.6272e-08;
4.3e-13 1.2 8.6272e-08;
5.3e-13 1.2 8.6272e-08;
6.3e-13 1.2 8.6272e-08;
7.3e-13 1.2 8.6272e-08;
8.3e-13 1.2 8.6272e-08;
9.3e-13 1.2 8.6272e-08;
1.03e-12 1.2 8.6272e-08;
1.13e-12 1.2 8.6272e-08;
1.23e-12 1.2 8.6272e-08;
1.33e-12 1.2 8.6272e-08;
1.43e-12 1.2 8.6272e-08;
1.53e-12 1.2 8.6272e-08;
1.63e-12 1.2 8.6272e-08;
1.73e-12 1.2 8.6272e-08;
1.83e-12 1.2 8.6272e-08;
1.93e-12 1.2 8.6272e-08;
2.03e-12 1.2 8.6272e-08;
2.13e-12 1.2 8.6272e-08;
2.23e-12 1.2 8.6272e-08;
2.33e-12 1.2 8.6272e-08;
2.43e-12 1.2 8.6272e-08;
2.53e-12 1.2 8.6272e-08;
2.63e-12 1.2 8.6272e-08;
2.73e-12 1.2 8.6272e-08;
2.83e-12 1.2 8.6272e-08;
2.93e-12 1.2 8.6272e-08;
3.03e-12 1.2 8.6272e-08;
3.13e-12 1.2 8.6272e-08;
3.23e-12 1.2 8.6272e-08;
3.33e-12 1.2 8.6272e-08;
3.43e-12 1.2 8.6272e-08;
3.53e-12 1.2 8.6272e-08;
3.63e-12 1.2 8.6272e-08;
3.73e-12 1.2 8.6272e-08;
3.83e-12 1.2 8.6272e-08;
3.93e-12 1.2 8.6272e-08;
4.03e-12 1.2 8.6272e-08;
4.13e-12 1.2 8.6272e-08;
4.23e-12 1.2 8.6272e-08;
4.33e-12 1.2 8.6272e-08;
4.43e-12 1.2 8.6272e-08;
4.53e-12 1.2 8.6272e-08;
4.63e-12 1.2 8.6272e-08;
4.73e-12 1.2 8.6272e-08;
4.83e-12 1.2 8.6272e-08;
4.93e-12 1.2 8.6272e-08;
5.03e-12 1.2 8.6272e-08;
5.13e-12 1.2 8.6272e-08;
5.23e-12 1.2 8.6272e-08;
5.33e-12 1.2 8.6272e-08;
5.43e-12 1.2 8.6272e-08;
5.53e-12 1.2 8.6272e-08;
5.63e-12 1.2 8.6272e-08;
5.73e-12 1.2 8.6272e-08;
5.83e-12 1.2 8.6272e-08;
5.93e-12 1.2 8.6272e-08;
6.03e-12 1.2 8.6272e-08;
6.13e-12 1.2 8.6272e-08;
6.23e-12 1.2 8.6272e-08;
6.33e-12 1.2 8.6272e-08;
6.43e-12 1.2 8.6272e-08;
6.53e-12 1.2 8.6272e-08;
6.63e-12 1.2 8.6272e-08;
6.73e-12 1.2 8.6272e-08;
6.83e-12 1.2 8.6272e-08;
6.93e-12 1.2 8.6272e-08;
7.03e-12 1.2 8.6272e-08;
7.13e-12 1.2 8.6272e-08;
7.23e-12 1.2 8.6272e-08;
7.33e-12 1.2 8.6272e-08;
7.43e-12 1.2 8.6272e-08;
7.53e-12 1.2 8.6272e-08;
7.63e-12 1.2 8.6272e-08;
7.73e-12 1.2 8.6272e-08;
7.83e-12 1.2 8.6272e-08;
7.93e-12 1.2 8.6272e-08;
8.03e-12 1.2 8.6272e-08;
8.13e-12 1.2 8.6272e-08;
8.23e-12 1.2 8.6272e-08;
8.33e-12 1.2 8.6272e-08;
8.43e-12 1.2 8.6272e-08;
8.53e-12 1.2 8.6272e-08;
8.63e-12 1.2 8.6272e-08;
8.73e-12 1.2 8.6272e-08;
8.83e-12 1.2 8.6272e-08;
8.93e-12 1.2 8.6272e-08;
9.03e-12 1.2 8.6272e-08;
9.13e-12 1.2 8.6272e-08;
9.23e-12 1.2 8.6272e-08;
9.33e-12 1.2 8.6272e-08;
9.43e-12 1.2 8.6272e-08;
9.53e-12 1.2 8.6272e-08;
9.63e-12 1.2 8.6272e-08;
9.73e-12 1.2 8.6272e-08;
9.83e-12 1.2 8.6272e-08;
9.93e-12 1.2 8.6272e-08;
1.003e-11 1.2 8.6272e-08;
1.013e-11 1.2 8.6272e-08;
1.023e-11 1.2 8.6272e-08;
1.033e-11 1.2 8.6272e-08;
1.043e-11 1.2 8.6272e-08;
1.053e-11 1.2 8.6272e-08;
1.063e-11 1.2 8.6272e-08;
1.073e-11 1.2 8.6272e-08;
1.083e-11 1.2 8.6272e-08;
1.093e-11 1.2 8.6272e-08;
1.103e-11 1.2 8.6272e-08;
1.113e-11 1.2 8.6272e-08;
1.123e-11 1.2 8.6272e-08;
1.133e-11 1.2 8.6272e-08;
1.143e-11 1.2 8.6272e-08;
1.153e-11 1.2 8.6272e-08;
1.163e-11 1.2 8.6272e-08;
1.173e-11 1.2 8.6272e-08;
1.183e-11 1.2 8.6272e-08;
1.193e-11 1.2 8.6272e-08;
1.203e-11 1.2 8.6272e-08;
1.213e-11 1.2 8.6272e-08;
1.223e-11 1.2 8.6272e-08;
1.233e-11 1.2 8.6272e-08;
1.243e-11 1.2 8.6272e-08;
1.253e-11 1.2 8.6272e-08;
1.263e-11 1.2 8.6272e-08;
1.273e-11 1.2 8.6272e-08;
1.283e-11 1.2 8.6272e-08;
1.293e-11 1.2 8.6272e-08;
1.303e-11 1.2 8.6272e-08;
1.313e-11 1.2 8.6272e-08;
1.323e-11 1.2 8.6272e-08;
1.333e-11 1.2 8.6272e-08;
1.343e-11 1.2 8.6272e-08;
1.353e-11 1.2 8.6272e-08;
1.363e-11 1.2 8.6272e-08;
1.373e-11 1.2 8.6272e-08;
1.383e-11 1.2 8.6272e-08;
1.393e-11 1.2 8.6272e-08;
1.403e-11 1.2 8.6272e-08;
1.413e-11 1.2 8.6272e-08;
1.423e-11 1.2 8.6272e-08;
1.433e-11 1.2 8.6272e-08;
1.443e-11 1.2 8.6272e-08;
1.453e-11 1.2 8.6272e-08;
1.463e-11 1.2 8.6272e-08;
1.473e-11 1.2 8.6272e-08;
1.483e-11 1.2 8.6272e-08;
1.493e-11 1.2 8.6272e-08;
1.503e-11 1.2 8.6272e-08;
1.513e-11 1.2 8.6272e-08;
1.523e-11 1.2 8.6272e-08;
1.533e-11 1.2 8.6272e-08;
1.543e-11 1.2 8.6272e-08;
1.553e-11 1.2 8.6272e-08;
1.563e-11 1.2 8.6272e-08;
1.573e-11 1.2 8.6272e-08;
1.583e-11 1.2 8.6272e-08;
1.593e-11 1.2 8.6272e-08;
1.603e-11 1.2 8.6272e-08;
1.613e-11 1.2 8.6272e-08;
1.623e-11 1.2 8.6272e-08;
1.633e-11 1.2 8.6272e-08;
1.643e-11 1.2 8.6272e-08;
1.653e-11 1.2 8.6272e-08;
1.663e-11 1.2 8.6272e-08;
1.673e-11 1.2 8.6272e-08;
1.683e-11 1.2 8.6272e-08;
1.693e-11 1.2 8.6272e-08;
1.703e-11 1.2 8.6272e-08;
1.713e-11 1.2 8.6272e-08;
1.723e-11 1.2 8.6272e-08;
1.733e-11 1.2 8.6272e-08;
1.743e-11 1.2 8.6272e-08;
1.753e-11 1.2 8.6272e-08;
1.763e-11 1.2 8.6272e-08;
