Input parameters
steepness,shift
1.31128,17.6721
-1.252,24.15678
1.07371,25.98058
-1.5519,32.99957
1.0842,37.68553
-1.47625,57.15231
0.98579,61.40714
-1.46073,65.50623
Input compensations terms,4.0
Output parameters
steepness,shift
-1.64377,19.58132
1.59236,25.32221
-1.54061,25.35979
1.16675,35.65016
-1.24534,38.97631
1.12012,59.9493
-1.13901,62.38394
1.27624,67.87952
Output compensations terms,3.0
Input RMSE,0.0119551
Output RMSE,0.0127415
